borough,station_name,station_code,site_type,pollutant_code,pollutant_name,measurement_date,value
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-08 00:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-08 01:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-08 02:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-08 03:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-08 04:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-08 05:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-08 06:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-08 07:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-08 08:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-08 09:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-08 10:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-08 11:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-08 12:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-08 13:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-08 14:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-08 15:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-08 16:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-08 17:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-08 18:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-08 19:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-08 20:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-08 21:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-08 22:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-08 23:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-09 00:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-09 01:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-09 02:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-09 03:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-09 04:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-09 05:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-09 06:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-09 07:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-09 08:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-09 09:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-09 10:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-09 11:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-09 12:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-09 13:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-09 14:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-09 15:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-09 16:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-09 17:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-09 18:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-09 19:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-09 20:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-09 21:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-09 22:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,CO,Carbon Monoxide,2026-03-09 23:00:00,
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-08 00:00:00,29.5
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-08 01:00:00,27.7
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-08 02:00:00,16.6
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-08 03:00:00,26.4
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-08 04:00:00,24.7
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-08 05:00:00,22.2
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-08 06:00:00,21.2
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-08 07:00:00,21.4
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-08 08:00:00,27.7
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-08 09:00:00,33.7
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-08 10:00:00,40.7
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-08 11:00:00,40.5
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-08 12:00:00,40.0
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-08 13:00:00,36.0
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-08 14:00:00,32.3
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-08 15:00:00,36.0
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-08 16:00:00,36.7
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-08 17:00:00,35.8
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-08 18:00:00,40.4
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-08 19:00:00,37.7
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-08 20:00:00,30.0
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-08 21:00:00,25.2
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-08 22:00:00,24.1
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-08 23:00:00,21.0
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-09 00:00:00,20.5
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-09 01:00:00,16.3
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-09 02:00:00,17.8
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-09 03:00:00,16.4
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-09 04:00:00,15.9
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-09 05:00:00,18.9
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-09 06:00:00,16.8
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-09 07:00:00,27.5
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-09 08:00:00,30.4
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-09 09:00:00,31.9
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-09 10:00:00,31.6
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-09 11:00:00,31.9
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-09 12:00:00,31.2
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-09 13:00:00,28.3
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-09 14:00:00,27.0
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-09 15:00:00,26.6
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-09 16:00:00,29.6
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-09 17:00:00,30.4
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-09 18:00:00,31.9
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-09 19:00:00,37.7
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-09 20:00:00,31.7
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-09 21:00:00,28.7
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-09 22:00:00,27.0
Camden,Camden - Bloomsbury,BL0,Urban Background,NO2,Nitrogen Dioxide,2026-03-09 23:00:00,25.4
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-08 00:00:00,40.3
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-08 01:00:00,44.3
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-08 02:00:00,47.5
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-08 03:00:00,39.1
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-08 04:00:00,41.1
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-08 05:00:00,44.5
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-08 06:00:00,42.9
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-08 07:00:00,41.5
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-08 08:00:00,38.7
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-08 09:00:00,31.1
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-08 10:00:00,28.1
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-08 11:00:00,26.9
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-08 12:00:00,27.7
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-08 13:00:00,32.7
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-08 14:00:00,35.5
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-08 15:00:00,30.9
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-08 16:00:00,29.7
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-08 17:00:00,30.7
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-08 18:00:00,25.7
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-08 19:00:00,27.1
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-08 20:00:00,33.1
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-08 21:00:00,39.9
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-08 22:00:00,43.1
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-08 23:00:00,44.3
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-09 00:00:00,44.7
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-09 01:00:00,46.3
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-09 02:00:00,43.1
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-09 03:00:00,43.7
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-09 04:00:00,44.1
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-09 05:00:00,39.1
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-09 06:00:00,38.5
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-09 07:00:00,21.6
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-09 08:00:00,16.6
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-09 09:00:00,16.0
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-09 10:00:00,16.6
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-09 11:00:00,20.2
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-09 12:00:00,24.5
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-09 13:00:00,29.1
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-09 14:00:00,31.1
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-09 15:00:00,31.5
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-09 16:00:00,28.5
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-09 17:00:00,27.1
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-09 18:00:00,29.9
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-09 19:00:00,29.9
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-09 20:00:00,34.5
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-09 21:00:00,30.3
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-09 22:00:00,27.7
Camden,Camden - Bloomsbury,BL0,Urban Background,O3,Ozone,2026-03-09 23:00:00,31.7
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-08 00:00:00,21.6
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-08 01:00:00,17.5
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-08 02:00:00,19.6
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-08 03:00:00,21.1
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-08 04:00:00,19.0
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-08 05:00:00,20.1
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-08 06:00:00,18.6
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-08 07:00:00,16.4
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-08 08:00:00,15.2
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-08 09:00:00,17.4
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-08 10:00:00,23.3
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-08 11:00:00,25.9
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-08 12:00:00,31.7
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-08 13:00:00,36.8
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-08 14:00:00,39.3
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-08 15:00:00,39.9
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-08 16:00:00,40.5
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-08 17:00:00,38.1
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-08 18:00:00,41.8
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-08 19:00:00,42.2
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-08 20:00:00,42.2
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-08 21:00:00,44.2
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-08 22:00:00,46.5
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-08 23:00:00,50.1
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-09 00:00:00,51.1
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-09 01:00:00,52.1
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-09 02:00:00,52.7
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-09 03:00:00,53.9
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-09 04:00:00,56.7
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-09 05:00:00,53.9
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-09 06:00:00,39.3
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-09 07:00:00,43.8
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-09 08:00:00,40.5
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-09 09:00:00,38.4
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-09 10:00:00,36.0
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-09 11:00:00,39.6
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-09 12:00:00,39.0
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-09 13:00:00,32.9
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-09 14:00:00,30.9
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-09 15:00:00,28.8
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-09 16:00:00,27.9
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-09 17:00:00,28.1
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-09 18:00:00,28.2
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-09 19:00:00,28.2
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-09 20:00:00,29.3
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-09 21:00:00,31.8
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-09 22:00:00,32.2
Camden,Camden - Bloomsbury,BL0,Urban Background,PM10,PM10 Particulate,2026-03-09 23:00:00,28.1
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-08 00:00:00,14.2
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-08 01:00:00,11.7
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-08 02:00:00,14.0
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-08 03:00:00,15.7
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-08 04:00:00,14.2
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-08 05:00:00,15.2
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-08 06:00:00,14.2
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-08 07:00:00,12.3
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-08 08:00:00,11.0
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-08 09:00:00,12.9
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-08 10:00:00,18.2
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-08 11:00:00,19.5
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-08 12:00:00,23.4
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-08 13:00:00,28.1
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-08 14:00:00,31.1
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-08 15:00:00,32.9
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-08 16:00:00,33.0
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-08 17:00:00,31.9
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-08 18:00:00,35.2
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-08 19:00:00,36.3
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-08 20:00:00,36.1
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-08 21:00:00,37.5
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-08 22:00:00,39.7
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-08 23:00:00,42.1
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-09 00:00:00,41.1
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-09 01:00:00,40.9
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-09 02:00:00,40.7
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-09 03:00:00,39.4
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-09 04:00:00,41.5
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-09 05:00:00,42.3
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-09 06:00:00,33.5
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-09 07:00:00,38.1
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-09 08:00:00,32.5
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-09 09:00:00,29.1
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-09 10:00:00,28.9
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-09 11:00:00,29.9
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-09 12:00:00,27.9
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-09 13:00:00,24.2
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-09 14:00:00,22.9
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-09 15:00:00,22.3
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-09 16:00:00,21.4
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-09 17:00:00,21.5
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-09 18:00:00,21.5
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-09 19:00:00,21.9
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-09 20:00:00,23.3
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-09 21:00:00,26.0
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-09 22:00:00,26.6
Camden,Camden - Bloomsbury,BL0,Urban Background,PM25,PM2.5 Particulate,2026-03-09 23:00:00,23.6
Camden,Camden - Bloomsbury,BL0,Urban Background,SO2,Sulphur Dioxide,2026-03-08 00:00:00,1.2
Camden,Camden - Bloomsbury,BL0,Urban Background,SO2,Sulphur Dioxide,2026-03-08 01:00:00,1.0
Camden,Camden - Bloomsbury,BL0,Urban Background,SO2,Sulphur Dioxide,2026-03-08 02:00:00,0.5
Camden,Camden - Bloomsbury,BL0,Urban Background,SO2,Sulphur Dioxide,2026-03-08 03:00:00,1.1
Camden,Camden - Bloomsbury,BL0,Urban Background,SO2,Sulphur Dioxide,2026-03-08 04:00:00,1.1
Camden,Camden - Bloomsbury,BL0,Urban Background,SO2,Sulphur Dioxide,2026-03-08 05:00:00,1.1
Camden,Camden - Bloomsbury,BL0,Urban Background,SO2,Sulphur Dioxide,2026-03-08 06:00:00,0.8
Camden,Camden - Bloomsbury,BL0,Urban Background,SO2,Sulphur Dioxide,2026-03-08 07:00:00,0.9
Camden,Camden - Bloomsbury,BL0,Urban Background,SO2,Sulphur Dioxide,2026-03-08 08:00:00,1.1
Camden,Camden - Bloomsbury,BL0,Urban Background,SO2,Sulphur Dioxide,2026-03-08 09:00:00,1.1
Camden,Camden - Bloomsbury,BL0,Urban Background,SO2,Sulphur Dioxide,2026-03-08 10:00:00,1.3
